Informazioni cronologiche,Which continent are you from?,Gender,Age,Education degree,"On avarage, how much time do you spend  playing video games per day  ?",What style of video game do you prefer?,"If you selected ""Other"", please specify here",Do you believe video games are a form of art?,"If you selected ""It depends,"" you can specify here.",Is there a video game that has taught you something useful for your academic or professional education?,"If you pressed ""Yes,"" please write which video games have been more useful to you.",Which device do you prefer when it comes to gaming?,"
If you selected ""Other,"" please specify here",Which video games do you believe have enriched you culturally regarding mythology or history?,"If you selected ""Other,"" please respond here","
Do you think it's possible to use video games that have not been designed for educational purposes as educational tools?","If you selected ""It depends,"" you can specify here",Do you believe online video games can facilitate connections between people and offer an alternative to traditional social interaction?,"If you selected ""It depends,"" you can specify here.",Have you ever thought about creating a video game?,"Do you think a video game has inspired you to deepen your knowledge on a subject (for example, literary, cultural, historical, social, scientific, artistic, etc.)?","
Have you ever learned another language or improved your language skills through video games, both online and in single-player mode?","
If you selected ""Other,"" please specify here","In your opinion, is it possible to compare the narrative importance of a video game to that of more traditional media such as books, films, or animation products?",Do you believe that video games have taught you to solve problems in a creative and original way (problem solving)?,"Do you engage in  sport or physical activity?
","Do you think Esports (electronic sports) can be considered a professional practice (for example, League of legends, Counter-strike, Street fighter, StarCraft, Assetto Corsa)?","
Have you improved your social skills thanks to video games? (e.g., communication, expression, empathy, etc.)","Do you prefer the company of people who don't play video games, or of people who share this passion with you?"
09/03/2024 21.13.12,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,I don't play regularly,Single player,,Yes,,Yes,"Video games taught me a bit of English. They also kept me up to date on math. I also wanted to make mods (modifications) and this sparked my programming spirit. That is kinda relevant because I am studying AI, right now.","Console, PC, Smartphone /Tablet",,"Assassin's creed (saga), Age of Empire, Sid Meier's Civilization, Other (please specify)",Almost all games have something to tell. The Witcher series have a lot of mythology. Almost all war games are based on history aswell. ,Yes,,It depends (please specify),Depends per type of person and it cannot be an alternative for all kinds of social interaction. For me personally it is a possibility but inferior to reality in areas like romance. I don't know all kinds of social interactions.,Yes,No,I have enhanced my knowledge of another language,,Yes,Yes,Rarely or almost never.,Yes,No,I have no preference
09/03/2024 23.29.16,America,Female,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,Yes,,"Console, PC",,Sid Meier's Civilization,,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
10/03/2024 4.04.12,America,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,It depends (please specify),"Some games are artistic endeavors, but many exist just as a fun way to pass the time",No,,"Console, PC",,"Assassin's creed (saga), God of war (saga norrena), Sid Meier's Civilization",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Less than once a week.,Yes,Yes,I have no preference
11/03/2024 4.06.22,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,I don't play regularly,Single player,,No,,No,,PC,,"Assassin's creed (saga), Sid Meier's Civilization",,"Yes, and I use them",,No,,No,No,"Yes, I have learned another language.",,No,No,"Yes, every week.",No,No,I have no preference
11/03/2024 16.11.18,America,Female,Millennials (1981-1996),Bachelor's degree or higher,Less than an hour,Both,,It depends (please specify),"Depends on graphics, character development, and story line, along with creativeness and historical accuracy when applicable.",Yes,"Games that require strategy and multitasking help me in my job such as sims, medieval dynasty, civilization 6, Minecraft. ",PC,,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena), Age of Empire, Sid Meier's Civilization",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
11/03/2024 19.48.30,Asia,Female,Generation Z (1997-2012),Middle school diploma,I don't play regularly,Both,,Yes,,I don't know,,PC,,"God of war (saga norrena), Hades",,Yes,,Yes,,Yes,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every day.",Yes,Yes,I prefer the company of gamers
11/03/2024 20.21.39,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Both,,Yes,,No,,PC,,"Hades, Sid Meier's Civilization",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
11/03/2024 23.52.13,America,Male,Generation Z (1997-2012),Middle school diploma,4-6 hours,Single player,,Yes,,I don't know,,"PC, Smartphone /Tablet",,Hades,,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",No,No,I have no preference
12/03/2024 0.22.08,Europe,Male,Generation Z (1997-2012),None,4-6 hours,Both,,Yes,,Yes,"tboi, which helped me learn english somehow","Console, PC",,No video game has enriched me culturally in terms of mythology or history.,,"Yes, and I use them",,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
12/03/2024 0.23.14,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Both,,Yes,,I don't know,,"PC, VR",,No video game has enriched me culturally in terms of mythology or history.,,Yes,,I refrain from judgment.,,Yes,No,I have enhanced my knowledge of another language,,Yes,Yes,Rarely or almost never.,Yes,No,I have no preference
12/03/2024 0.25.16,America,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Single player,,Yes,,Yes,"Slay the spire, halo reach, minecraft","Portable consoles, PC",,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
12/03/2024 0.31.59,America,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Both,,Yes,,Yes,Top-down real time strategy games like Halo Wars taught me resource management. 4x turn-based strategy games like Civilization and Victoria have taught me a surface level understanding of political systems that helped me in my undergrad poli sci courses. ,"Console, PC, Smartphone /Tablet",,"Sid Meier's Civilization, Other (please specify)","""Call of Duty: World at War,"" ""Hearts of Iron 4,"" and ""Victoria 3""","Yes, and I use them",,Yes,,Yes,Yes,Other (Specify),When taking language classes in high school and undergrad I would change the settings so the game was in which ever language I was learning. Sadly I didn't put in the effort to continue learning the languages after I was done with the minimum requirement.,Yes,Yes,"Yes, every day.",Yes,Yes,I prefer the company of gamers
12/03/2024 0.57.05,Europe,Female,Generation Z (1997-2012),Middle school diploma,2-3 hours,Both,,Yes,,I don't know,,"Console, Portable consoles, PC, Smartphone /Tablet",,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Less than once a week.,Yes,Yes,I prefer the company of gamers
12/03/2024 0.58.37,America,Other,Generation Z (1997-2012),Middle school diploma,2-3 hours,Both,,It depends (please specify),"Some games can be concidered art, but some are just meant to have fun.",No,,"Console, PC, Smartphone /Tablet",,Age of Empire,,Yes,,Yes,,Yes,Yes,"Yes, I have learned another language.",,No,Yes,"Yes, every day.",Yes,Yes,I have no preference
12/03/2024 0.59.36,Asia,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,I don't know,,"Cloud, PC",,Sid Meier's Civilization,,Yes,,Yes,,Yes,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every week.",Yes,No,I have no preference
12/03/2024 1.06.11,Europe,Female,Generation Z (1997-2012),None,7 hours or more,Single player,,Yes,,No,,PC,,No video game has enriched me culturally in terms of mythology or history.,,No,,No,,No,No,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,No,I prefer the company of gamers
12/03/2024 1.21.21,America,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Single player,,Yes,,I don't know,,Console,,"Assassin's creed (saga), God of war (saga norrena)",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,No,"Yes, every week.",Yes,No,I prefer the company of gamers
12/03/2024 1.23.12,America,Female,Generation Z (1997-2012),Middle school diploma,I don't play regularly,Both,,Yes,,I don't know,,"Portable consoles, PC, Smartphone /Tablet",,No video game has enriched me culturally in terms of mythology or history.,,"Yes, and I use them",,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",No,Yes,I have no preference
12/03/2024 1.25.10,America,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Both,,Yes,,I don't know,,"Console, PC, Smartphone /Tablet",,God of War (saga Greca),,Yes,,Yes,,No,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every week.",No,Yes,I have no preference
12/03/2024 1.26.21,America,Female,Generation Z (1997-2012),Middle school diploma,2-3 hours,Multiplayer Online,,Yes,,No,,Console,,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena)",,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Less than once a week.,Yes,Yes,I have no preference
12/03/2024 1.35.04,America,I prefer not to specify it,Generation Z (1997-2012),Middle school diploma,I don't play regularly,Both,,Yes,,I don't know,,PC,,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,Yes,No,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
12/03/2024 2.15.28,America,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Other (please specify),Sandbox/Simulation style games,Yes,,Yes,Minecraft,"PC, VR",,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,Yes,I have no preference
12/03/2024 2.25.01,America,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Both,,Yes,,I don't know, ,"Console, Smartphone /Tablet",,"God of War (saga Greca), God of war (saga norrena)",,Yes,,It depends (please specify),As long as you engage with the community it is possible that you can use video games as an alternative to conventional methods of communication.,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Rarely or almost never.,Yes,Yes,I prefer the company of gamers
12/03/2024 2.31.34,I prefer not to specify it,I prefer not to specify it,Generation Alpha (2013-present),None,Never,None,no,No,your mom,I don't know,amogus balls ohio skibidi gyatt rizzler,"VR, Soffitto sconosciuto",BALLSBALLSBALLSBALLSBALLSBALSL,No video game has enriched me culturally in terms of mythology or history.,your mom your mom your mom uyour mom,It depends (please specify),big balls ohio gyatt,I refrain from judgment.,big balls ,No,No,"No, I don't play video games.",baalsballsballsballsbalsbaalsabalsbalsblabs,No,don't play video games.,Rarely or almost never.,No,I don't play video games.,I don't play video games.
12/03/2024 2.38.59,America,Female,Generation Z (1997-2012),Middle school diploma,7 hours or more,Single player,,Yes,,No,,"PC, VR, Smartphone /Tablet",,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,Yes,I prefer the company of gamers
12/03/2024 2.44.17,Europe,Other,Generation Z (1997-2012),None,4-6 hours,Both,,Yes,,Yes,Kerbal Space Program and Portal,PC,,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Rarely or almost never.,Yes,Yes,I prefer the company of gamers
12/03/2024 2.52.21,America,Female,Millennials (1981-1996),Bachelor's degree or higher,Less than an hour,Single player,,Yes,,No,,Portable consoles,,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every day.",Yes,No,I have no preference
12/03/2024 2.59.26,America,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,Yes,"Civilization 6, The Talos Principle, The Witness",Console,,"Hades, Sid Meier's Civilization, Other (please specify)",The Talos Principle,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
12/03/2024 2.59.58,Asia,Male,Generation Alpha (2013-present),High school diploma or equivalent,2-3 hours,Both,,No,,No,,"PC, Smartphone /Tablet",,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,No,No,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
12/03/2024 3.10.34,America,Male,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,No,,PC,,"Age of Empire, Other (please specify)","Analogue: A Hate Story, Hypnospace Outlaw, Pathologic",Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,No,I have no preference
12/03/2024 3.21.26,America,Other,Generation Z (1997-2012),Elementary school diploma,7 hours or more,Both,,Yes,,Yes,Coding games got me through 6th and 7th and are helping me through 8th,"Console, VR, Smartphone /Tablet",,"God of War (saga Greca), God of war (saga norrena)",,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,Less than once a week.,Yes,Yes,I prefer the company of gamers
12/03/2024 3.34.56,America,Other,Generation Z (1997-2012),Elementary school diploma,4-6 hours,Single player,,Yes,,No,,"Console, Portable consoles, PC",,No video game has enriched me culturally in terms of mythology or history.,,No,,Yes,,Yes,Yes,"No, I haven't learned another language.",,No,Yes,Rarely or almost never.,Yes,No,I have no preference
12/03/2024 4.20.08,America,I prefer not to specify it,Generation Z (1997-2012),Middle school diploma,2-3 hours,Single player,,It depends (please specify),Art is everything that is made with emotions,No,,"Portable consoles, PC",,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
12/03/2024 5.02.54,America,I prefer not to specify it,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,I don't know,,PC,,"God of War (saga Greca), Hades",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
12/03/2024 6.30.27,America,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,I don't know,,"Console, Portable consoles",,No video game has enriched me culturally in terms of mythology or history.,,Yes,,I refrain from judgment.,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Less than once a week.,Yes,No,I have no preference
12/03/2024 6.42.55,Europe,Female,Generation Z (1997-2012),Middle school diploma,2-3 hours,Both,,Yes,,I don't know,,"Console, PC",,"Assassin's creed (saga), Hades, Other (please specify)",Witcher 3,Yes,,Yes,,No,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
12/03/2024 7.03.12,Asia,Male,Generation Z (1997-2012),Middle school diploma,4-6 hours,Both,,Yes,,I don't know,,"Console, PC, Smartphone /Tablet",,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,I have done it.,Yes,"No, I haven't learned another language.",,Yes,Yes,Less than once a week.,Yes,Yes,I prefer the company of gamers
